name,state,date_acquired,book_value,investment_income,ownership_pct
Admini- Date Type Actual Cost Additional for ACCEL LEADERS 4 L.P. WILMINGTON,DE,06/15/2022,0,0,0.5
"ALTARIS HEALTH PARTNERS V, L.P. DOVER",DE,12/19/2019,0,0,2.04
"AMERICAN SECURITIES PARTNERS VIII, L.P. WILMINGTON",DE,02/23/2018,0,0,0.34
"APOLLO INVESTMENT FUND IX, L.P. WILMINGTON",DE,05/15/2017,0,0,0.28
"ARDIAN PRIVATE DEBT IV S.C.S., SICAV-RAIF LUXEMBOURG",LUX,11/16/2017,0,0,1.39
"ARES CLIMATE INFRASTRUCTURE PARTNERS, L.P. WILMINGTON",DE,09/04/2020,0,0,2.42
ARSENAL CAPITAL PARTNERS VI LP WILMINGTON DE ARSENAL CAPITAL INVESTMENT,VI,11/01/2021,0,0,0.44
ASF VII B L.P. EDINBURGH,GBR,05/21/2015,0,0,0.6
AVP CAPITAL II S.L.P. PARIS,FRA,09/30/2021,0,0,12.29
AVP DIVERSIFIED II S.L.P. PARIS,FRA,09/30/2021,0,0,3.7
AXA EARLY SECONDARY FUND V B L.P. EDINBURGH,GBR,09/12/2012,0,0,46.93
AXA LBO FUND V PARIS,FRA,02/09/2012,0,0,1.3
"BONACCORD CAPITAL PARTNERS II, L.P. GRAND CAYMAN",CYM,07/01/2023,0,0,2.09
"BROOKFIELD GLOBAL TRANSITION FUND B, L.P. WILMINGTON",DE,05/13/2022,0,0,0.19
"GA CONTINUITY II (ES) FUND, L.P. HAMILTON BMU",GA,03/20/2025,0,0,6.26
"GA CONTINUITY II (SZ) FUND, L.P. HAMILTON BMU",GA,03/20/2025,0,0,3.83
"GCM GROSVENOR PRIVATE EQUITY STRATEGIES 2007 SERIES, L.P. NEW YORK",NY,05/22/2007,0,0,101.87
"GCM GROSVENOR SECONDARY OPPORTUNITY FUND, L.P. WILMINGTON",DE,03/18/2015,0,0,14.87
GENERAL ATLANTIC BNZ COMPANION FUND L.P. WILMINGTON,DE,12/19/2022,0,0,0.5
"E03 000000-00-0 GENSTAR CAPITAL PARTNERS XI, LP",DE,04/26/2023,0,0,0.33
"GREEN EQUITY INVESTORS IX, L.P. WILMINGTON",DE,03/01/2022,0,0,0.41
"IRONWOOD MEZZANINE FUND IV, L.P. WILMINGTON",DE,12/16/2016,0,0,13.09
"JADE EQUITY INVESTORS II, L.P. WILMINGTON",DE,03/01/2022,0,0,0.58
"NEW MOUNTAIN PARTNERS VII, L.P. WILMINGTON",DE,04/27/2023,0,0,0.24
"NP RAILCAR INVESTMENTS II, LLC WILMINGTON",DE,12/18/2015,0,0,22.87
"OAK HILL CAPITAL PARTNERS V (ONSHORE), L.P. GRAND CAYMAN",CYM,07/25/2019,0,0,0.62
PRIMAVERA CAPITAL FUND II L.P. GRAND CAYMAN,CYM,11/18/2015,0,0,0.78
PRIMAVERA CAPITAL FUND III L.P. GRAND CAYMAN,CYM,06/27/2018,0,0,0.45
"TA XV-A, LP GRAND CAYMAN",CYM,05/18/2023,0,0,0.31
"VESTIGO VENTURES FUND II, LP WILMINGTON",DE,01/27/2022,0,0,8.01
"VIEWPOINT VENTURES I, L.P. WILMINGTON",DE,11/09/2022,0,0,6.57
"WCAS XIV, L.P. WILMINGTON",DE,03/31/2022,0,0,0.62
ABACUS MULTI-FAMILY PARTNERS V LP DOVER,DE,02/13/2020,0,0,2.5
"ARES US REAL ESTATE FUND X, L.P. WILMINGTON",DE,06/30/2022,0,0,1.62
"ARES US REAL ESTATE OPPORTUNITY FUND III, L.P. WILMINGTON",DE,12/12/2019,0,0,2.04
"BKM INDUSTRIAL VALUE FUND III, L.P. WILMINGTON",DE,04/28/2023,0,0,13.64
"BREG SAVANNAH INDUSTRIAL FUND, LP WILMINGTON",DE,12/16/2020,0,0,17.1
"CARMEL PARTNERS INVESTMENT FUND VII, L.P. WILMINGTON",DE,12/19/2018,0,0,0.77
"CARMEL PARTNERS INVESTMENT FUND VIII, L.P. WILMINGTON",DE,02/25/2022,0,0,1.34
"EQUUS INVESTMENT PARTNERSHIP XII, L.P. WILMINGTON",DE,09/30/2022,0,0,5.37
"GREYSTAR EQUITY PARTNERS X, L.P. WILMINGTON",DE,10/10/2018,0,0,0.54
"GREYSTAR EQUITY PARTNERS XI, L.P. WILMINGTON",DE,12/28/2022,0,0,0.71
"MADISON INTERNATIONAL RE LIQUIDITY FUND VI (T), L.P. WILMINGTON",DE,06/08/2015,0,0,1.18
"MOSSER CAPITAL FUND I, L.P. WILMINGTON",DE,10/11/2022,0,0,22.38
"PCCP EQUITY IX, LP WILMINGTON",DE,08/24/2021,0,0,1.39
"PCCP EQUITY VII, LP DOVER",DE,08/23/2016,0,0,1.98
"PCCP EQUITY VIII, LP DOVER",DE,06/28/2018,0,0,1.87
"PORTFOLIO ADVISORS REAL ESTATE FUND VIII, L.P. WILMINGTON",DE,10/15/2021,0,0,12.21
"PRAEDIUM X MIDDLE-INCOME HOUSING FUND, L.P. WILMINGTON",DE,10/04/2019,0,0,2.75
EQ EUROPEAN COMMERCIAL REAL ESTATE DEBT HOLDINGS LLC WILMINGTON,DE,01/01/2021,0,0,100.0
NB SPECIALTY FINANCE INSURANCE SPV II LLC,DE,05/06/2021,0,0,0.2
"Admini- Date Type Actual Cost Additional for IRONWOOD CAPITAL PARTNERS V FEEDER, L.P. WILMINGTON",DE,09/30/2021,0,0,17.73
Value Years Than Capital- Book/ Exchange Value Foreign AESF VI B L.P. EDINBURGH GBR AESF,VI,10/19/2016,0,0,0.0
"AMERICAN SECURITIES ASSOCIATES VIII, AMERICAN SECURITIES PARTNERS VIII, L.P. WILMINGTON",DE,02/23/2018,0,0,0.0
"APOLLO INVESTMENT FUND IX, L.P. WILMINGTON",DE,05/15/2017,0,0,0.0
"ARDIAN PRIVATE DEBT IV S.C.S., SICAV- ARDIAN PRIVATE DEBT IV S.C.S., SICAV-RAIF LUXEMBOURG",LUX,11/16/2017,0,0,0.0
"ARES CLIMATE INFRASTRUCTURE PARTNERS, L.P. . WILMINGTON",DE,09/04/2020,0,0,0.0
ARSENAL CAPITAL PARTNERS VI LP WILMINGTON DE ARSENAL CAPITAL INVESTMENT,VI,11/01/2021,0,0,0.0
ASF VII B L.P. EDINBURGH,GBR,05/21/2015,0,0,0.0
ASF VIII B L.P. EDINBURGH,GBR,09/21/2018,0,0,0.0
AXA EARLY SECONDARY FUND V B L.P. EDINBURGH,GBR,09/12/2012,0,0,0.0
"BLACKROCK IMPACT OPPORTUNITIES FUND, L.P. WILMINGTON",DE,10/07/2022,0,0,0.0
"BONACCORD CAPITAL PARTNERS II, L.P. GRAND CAYMAN",CYM,07/01/2023,0,0,0.0
"Brookfield Global Transition Fund GP, LP BROOKFIELD GLOBAL TRANSITION FUND B, L.P. WILMINGTON",DE,05/13/2022,0,0,0.0
"CARLYLE PARTNERS VII, L.P. WILMINGTON",DE,02/23/2018,0,0,0.0
CVI CLEAN ENERGY FUND A II LP WILMINGTON,DE,01/06/2023,0,0,0.0
"DIGITALBRIDGE ZEUS PARTNERS, LP DOVER",DE,07/12/2016,0,0,0.0
"ENCAP ENERGY CAPITAL FUND X, L.P. HOUSTON",TX,04/07/2015,0,0,0.0
"GCM GROSVENOR PRIVATE EQUITY STRATEGIES 2007 SERIES, L.P. NEW YORK",NY,05/22/2007,0,0,0.0
"GCM GROSVENOR SECONDARY OPPORTUNITY FUND, L.P. WILMINGTON",DE,03/18/2015,0,0,0.0
GENERAL ATLANTIC BNZ COMPANION FUND L.P. WILMINGTON,DE,12/19/2022,0,0,0.0
"GENERAL ATLANTIC PARTNERS, L.P. (2016) NEW YORK",NY,05/20/2016,0,0,0.0
"GENERAL ATLANTIC SERVICE COMPANY, L.P. (2021)",DE,03/19/2021,0,0,0.0
