name,state,date_acquired,book_value,investment_income,ownership_pct
Admini- Date Type Actual Cost Additional for AB BROADLY SYNDICATED LOAN MANAGER LLC CAYMAN ISLAND ALLIANCE BERNSTEIN L.P.,,12/09/2020,0,0,100.0
AB BSL CLO 5 LTD. CAYMAN ISLAND ALLIANCE BERNSTEIN L.P.,,03/20/2023,0,0,100.0
ACCEL LEADERS 4 L.P. WILMINGTON,DE,06/15/2022,0,0,0.5
AESF VI B L.P. SCOTLAND AESF,VI,10/19/2016,0,0,7.43
"AMERICAN SECURITIES PARTNERS VIII, L.P. WILMINGTON",DE,02/23/2018,0,0,0.33
"APOLLO INVESTMENT FUND IX, L.P. WILMINGTON",DE,05/15/2017,0,0,0.28
"ARDIAN PRIVATE DEBT IV S.C.S., SICAV-RAIF LUXEMBOURG",LUX,11/16/2017,0,0,1.42
"ARES CLIMATE INFRASTRUCTURE PARTNERS, L.P. WILMINGTON",DE,09/04/2020,0,0,2.46
ARSENAL CAPITAL PARTNERS GROWTH LP WILMINGTON,DE,11/01/2021,0,0,1.27
ASF VI B L.P. SCOTLAND ASF,VI,12/27/2013,0,0,4.56
ASF VII B L.P. SCOTLAND ASF VII GP LIMITED,,05/21/2015,0,0,0.63
ASF VIII B L.P. SCOTLAND ASF VIII GP LIMITED,,09/21/2018,0,0,1.26
"E03 000000-00-0 AVP DIVERSIFIED II S.L.P. Paris, FR AXA Venture Partners S.A.S.",,09/30/2021,0,0,3.55
AVP DIVERSIFIED III S.L.P. PARIS,FRA,06/15/2023,0,0,4.6
AXA EARLY SECONDARY FUND V B L.P. WILMINGTON,GBR,09/12/2012,0,0,48.67
"BLACKROCK IMPACT OPPORTUNITIES FUND, L.P. WILMINGTON",DE,10/07/2022,0,0,1.68
"BONACCORD CAPITAL PARTNERS I, L.P. WILMINGTON",DE,06/15/2021,0,0,4.73
"BRIDGEPOINT EUROPE VI, LP UNITED KINGDOM",GBR,12/19/2017,0,0,1.64
"BROOKFIELD GLOBAL TRANSITION FUND B, L.P. WILMINGTON",DE,05/13/2022,0,0,0.19
"CARLYLE PARTNERS VII, L.P. WILMINGTON",DE,02/23/2018,0,0,0.16
"CRESTLINE OPPORTUNITY FUND V ONSHORE T/STE, L.P. DOVER",DE,01/01/2023,0,0,1.25
"ENCAP ENERGY CAPITAL FUND X, L.P. HOUSTON ENCAP EQUITY FUND X GP, LP",,04/07/2015,0,0,0.34
"GCM GROSVENOR SECONDARY OPPORTUNITY FUND, L.P. WILMINGTON",DE,03/18/2015,0,0,14.97
"GENERAL ATLANTIC PARTNERS, L.P. (2016) NEW YORK",NY,05/20/2016,0,0,0.21
"GENERAL ATLANTIC SERVICE COMPANY, L.P. (2021) Cayman Islands GENERAL ATLANTIC LLC",,03/19/2021,0,0,0.06
